course,hole,image_path,source_url,image_type,notes
neath,15,images/neath/hole_15/hole_15_01.jpg,https://www.neathgolfclub.co.uk/copy-of-hole-14,official_hole_photo,Primary Neath hole photo from the scraped course-tour gallery; additional same-hole photos live beside it for slideshow use.
neath,16,images/neath/hole_16/hole_16_01.jpg,https://www.neathgolfclub.co.uk/copy-of-hole-15,official_hole_photo,Primary Neath hole photo from the scraped course-tour gallery; additional same-hole photos live beside it for slideshow use.
neath,17,images/neath/hole_17/hole_17_01.jpg,https://www.neathgolfclub.co.uk/copy-of-hole-16,official_hole_photo,Primary Neath hole photo from the scraped course-tour gallery; additional same-hole photos live beside it for slideshow use.
neath,18,images/neath/hole_18/hole_18_01.jpg,https://www.neathgolfclub.co.uk/copy-of-hole-17,official_hole_photo,Primary Neath hole photo from the scraped course-tour gallery; additional same-hole photos live beside it for slideshow use.
rolls_monmouth,1,images/rolls_monmouth/hole_1.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-1.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,2,images/rolls_monmouth/hole_2.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-2.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,3,images/rolls_monmouth/hole_3.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-3.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,4,images/rolls_monmouth/hole_4.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-4.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,5,images/rolls_monmouth/hole_5.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-5.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,6,images/rolls_monmouth/hole_6.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-6.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,7,images/rolls_monmouth/hole_7.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-7.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,8,images/rolls_monmouth/hole_8.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-8.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,9,images/rolls_monmouth/hole_9.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-9.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,10,images/rolls_monmouth/hole_10.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-10.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,11,images/rolls_monmouth/hole_11.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-11.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,12,images/rolls_monmouth/hole_12.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-12.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,13,images/rolls_monmouth/hole_13.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-13.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,14,images/rolls_monmouth/hole_14.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-14.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,15,images/rolls_monmouth/hole_15.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-15.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,16,images/rolls_monmouth/hole_16.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-16.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,17,images/rolls_monmouth/hole_17.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-17.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
rolls_monmouth,18,images/rolls_monmouth/hole_18.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-18.jpg,official_hole_planner,official Rolls of Monmouth hole planner layout image
