course,hole,field,value,source_url,source_type,notes
st_pierre_old,14,yards_yellow,482,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,14,si,16,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,14,image,images/st_pierre_old/course_generic.jpg,https://marriott.cdn.tambourine.com/marriott-uk-golf/media/marriott-ukgolf-stpierre-course-championship-609ad71ed866c.jpg,official_course_image,Single official course image reused across holes.
st_pierre_old,15,par,4,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,15,yards_white,377,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,15,yards_yellow,332,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,15,si,12,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,15,image,images/st_pierre_old/course_generic.jpg,https://marriott.cdn.tambourine.com/marriott-uk-golf/media/marriott-ukgolf-stpierre-course-championship-609ad71ed866c.jpg,official_course_image,Single official course image reused across holes.
st_pierre_old,16,par,4,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,16,yards_white,416,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,16,yards_yellow,416,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,16,si,2,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,16,image,images/st_pierre_old/course_generic.jpg,https://marriott.cdn.tambourine.com/marriott-uk-golf/media/marriott-ukgolf-stpierre-course-championship-609ad71ed866c.jpg,official_course_image,Single official course image reused across holes.
st_pierre_old,17,par,4,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,17,yards_white,397,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,17,yards_yellow,348,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,17,si,10,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,17,image,images/st_pierre_old/course_generic.jpg,https://marriott.cdn.tambourine.com/marriott-uk-golf/media/marriott-ukgolf-stpierre-course-championship-609ad71ed866c.jpg,official_course_image,Single official course image reused across holes.
st_pierre_old,18,par,3,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,18,yards_white,217,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,18,yards_yellow,217,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,18,si,8,https://www.marriottgolf.co.uk/scorecards,official_web_scorecard,Championship Old Course values taken from official Marriott scorecard page.
st_pierre_old,18,image,images/st_pierre_old/course_generic.jpg,https://marriott.cdn.tambourine.com/marriott-uk-golf/media/marriott-ukgolf-stpierre-course-championship-609ad71ed866c.jpg,official_course_image,Single official course image reused across holes.
clyne,1,par,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,1,yards_white,340,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,1,yards_yellow,326,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,1,si,11,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,1,hole_name,Y Twyn,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,1,pro_tip,The tee shot is best placed up the left-hand side of the fairway; the hole plays slightly uphill and the green slopes back to front.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,2,par,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,2,yards_white,339,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,2,yards_yellow,326,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,2,si,7,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,2,hole_name,Trig Point,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,2,pro_tip,Favour the right-hand side from the tee to open the green; the elevated green is best played toward the middle.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,3,par,5,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,3,yards_white,499,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,3,yards_yellow,490,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,3,si,3,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,3,hole_name,Clyne Wood,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,3,pro_tip,A straight ball flight is required from the elevated tee; laying up short of the cross bunkers is key.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,4,par,3,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,4,yards_white,158,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,4,yards_yellow,154,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,4,si,13,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,4,hole_name,Keeper’s Cottage,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,4,pro_tip,The elevated green makes the shot play longer; anything short or right is punished.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,5,par,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,5,yards_white,335,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,5,yards_yellow,292,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,5,si,17,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,5,hole_name,Road Hole,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,5,pro_tip,A 3-wood or hybrid up the left is advised; carry the front bunker and use the slope to feed the ball in.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,6,par,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,6,yards_white,405,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,6,yards_yellow,361,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,6,si,5,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,6,hole_name,Penrice,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,6,pro_tip,A drive in the heart of the fairway leaves the ideal angle; the front-to-back green makes club selection critical.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,7,par,5,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,7,yards_white,480,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,7,yards_yellow,386,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,7,si,1,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,7,hole_name,Ffordd Hir,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,7,pro_tip,Miss the right-side bunker off the tee to keep the option of reaching in two; the open front can feed a well-struck shot on.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,8,par,3,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,8,yards_white,202,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,8,yards_yellow,184,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,8,si,15,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,8,hole_name,Fern Fall,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,8,pro_tip,Aim for the centre of the green; par is not to be taken for granted.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,9,par,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,9,yards_white,475,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,9,yards_yellow,448,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,9,si,9,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,9,hole_name,Gwelfor,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,9,pro_tip,"Use the marker pole off the tee, get beyond the cross bunker, and beware the two right-side greenside bunkers.",https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,10,par,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,10,yards_white,415,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,10,yards_yellow,391,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,10,si,10,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,10,hole_name,Owl’s Lodge,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,10,pro_tip,A drive just right of centre is ideal; the second shot plays uphill so take extra club.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,11,par,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,11,yards_white,413,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,11,yards_yellow,383,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,11,si,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,11,hole_name,The Spire,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,11,pro_tip,A long straight drive is required; the green is huge so factor pin position heavily into club choice.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,12,par,3,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,12,yards_white,163,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,12,yards_yellow,152,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,12,si,18,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,12,hole_name,Bant a Hi,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,12,pro_tip,A fraction short is the clever miss because the green slopes severely from back to front.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,13,par,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,13,yards_white,348,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,13,yards_yellow,341,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,13,si,8,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,13,hole_name,The Gulley,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,13,pro_tip,Ideally favour the right from the tee; the second is demanding because of the large gully short of the green.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,14,par,5,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,14,yards_white,504,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,14,yards_yellow,492,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,14,si,2,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,14,hole_name,The Kidney,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,14,pro_tip,"Clear the left fairway bunker to use the downslope, then favour the right on the approach and let the ground feed the ball left.",https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,15,par,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,15,yards_white,308,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,15,yards_yellow,273,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,15,si,14,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,15,hole_name,Kestrel Way,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,15,pro_tip,"Keep the tee shot well left of the fairway bunkers; the short, blind approach still needs full concentration.",https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,16,par,5,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,16,yards_white,520,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,16,yards_yellow,458,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,16,si,6,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,16,hole_name,Mumbles Head,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,16,pro_tip,Hit straight at the marker pole and be careful with club selection on the downhill approach.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
clyne,17,par,3,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,17,yards_white,154,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,17,yards_yellow,144,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,17,si,16,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,17,hole_name,Quarry,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,17,pro_tip,Missing right gives the best chance of recovery; par is an excellent score here.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
